,order_no,locatetime,lat,lon,speed,direction,accuracy
691062,No2126,1608022324000,31.213087441456377,121.45422832361652,0.0,0.0,4.551
691063,No2126,1608022326000,31.213086423278142,121.45422030140884,0.83,244.0,4.551
691064,No2126,1608022328000,31.213079384660215,121.45420225186021,1.39,213.1,4.551
691065,No2126,1608022330000,31.21305432903857,121.45417317324177,2.22,225.19,4.551
691066,No2126,1608022332000,31.213026207333797,121.45411501420021,3.66,243.8,4.551
691067,No2126,1608022334000,31.21300100519879,121.45402276050956,4.59,251.69,4.551
691068,No2126,1608022336000,31.212981737744048,121.45390343168505,5.21,252.89,4.551
691069,No2126,1608022338000,31.21292349637925,121.45378711506955,5.63,249.19,4.551
691070,No2126,1608022340000,31.212895259581586,121.45367881849997,5.32,251.6,4.551
691071,No2126,1608022342000,31.212853066853746,121.45358656777995,4.84,244.5,4.551
691072,No2126,1608022344000,31.21281591819044,121.4535143721437,3.41,246.1,4.551
691073,No2126,1608022346000,31.21282379658927,121.45346323073322,1.75,259.1,4.551
691074,No2126,1608022348000,31.212829650656975,121.4534010592765,3.2,254.1,4.551
691075,No2126,1608022350000,31.21280247919028,121.45332084125658,4.28,253.69,4.551
691076,No2126,1608022352000,31.212782306872835,121.45324162562487,3.61,257.1,4.551
691077,No2126,1608022354000,31.212769175081657,121.45318146182319,2.83,254.1,4.551
691078,No2126,1608022356000,31.212765085047376,121.45314135229515,1.74,260.7,13.652999999999999
691079,No2126,1608022358000,31.212769014199388,121.45311126958467,1.49,266.89,13.652999999999999
691080,No2126,1608022360000,31.212781936769456,121.45308018338753,1.95,302.0,13.652999999999999
691081,No2126,1608022362000,31.21282182806707,121.45304107295625,3.68,323.5,13.652999999999999
691082,No2126,1608022364000,31.212935752774854,121.45303203843389,5.42,350.6,13.652999999999999
691083,No2126,1608022366000,31.213053636579605,121.45300595696759,6.8,349.1,13.652999999999999
691084,No2126,1608022368000,31.213197524015214,121.4529868924624,7.78,353.29,13.652999999999999
691085,No2126,1608022370000,31.213367387566475,121.45296281202864,9.39,352.89,13.652999999999999
691086,No2126,1608022372000,31.21355420177702,121.45292068086353,10.35,349.5,13.652999999999999
691087,No2126,1608022374000,31.21373903764059,121.45288757456451,11.02,350.89,13.652999999999999
691088,No2126,1608022376000,31.213940870014063,121.45285647230911,11.47,351.29,13.652999999999999
691089,No2126,1608022378000,31.214111792802974,121.45285846301307,10.18,352.0,13.652999999999999
691090,No2126,1608022380000,31.214293595937008,121.45281031604291,9.3,352.89,13.652999999999999
691091,No2126,1608022382000,31.214445429514527,121.45276919087385,8.01,349.7,13.652999999999999
691092,No2126,1608022384000,31.214589260133447,121.45272505826863,8.26,345.89,13.652999999999999
691093,No2126,1608022386000,31.2147410984287,121.45268593868974,8.68,350.79,13.652999999999999
691094,No2126,1608022388000,31.214916950440035,121.45265784709868,9.94,352.29,13.652999999999999
691095,No2126,1608022390000,31.215101743451612,121.45260568933138,9.61,344.2,13.652999999999999
691096,No2126,1608022392000,31.215261610066083,121.45258060738145,8.39,353.2,13.652999999999999
691097,No2126,1608022394000,31.215442448469172,121.45254750185214,9.85,351.79,13.652999999999999
691098,No2126,1608022396000,31.2156013042627,121.45251740643131,8.75,350.6,13.652999999999999
691099,No2126,1608022398000,31.21573619432507,121.45249734033172,7.25,358.5,15.17
691100,No2126,1608022400000,31.215887072235034,121.4524752674238,7.63,350.29,13.652999999999999
691101,No2126,1608022402000,31.21601193070767,121.45243915870488,6.8,352.29,13.652999999999999
691102,No2126,1608022404000,31.216097871519754,121.452431129523,4.36,353.7,15.17
691103,No2126,1608022406000,31.21615379250897,121.45240806215764,2.85,353.1,13.652999999999999
691104,No2126,1608022408000,31.21620072917611,121.45239000917694,0.76,344.5,13.652999999999999
691105,No2126,1608022410000,31.216202710031006,121.45238198726548,0.0,0.0,13.652999999999999
691106,No2126,1608022412000,31.216225685430764,121.45237596897643,1.1,345.6,13.652999999999999
