,order_no,locatetime,lat,lon,speed,direction,accuracy
259552,No1748,1608020893846,31.062635744759632,121.24354274123226,0.0,0.0,5.113
259553,No1748,1608020905840,31.062434856086085,121.24348176026926,5.15,214.6,6.531000000000001
259554,No1748,1608020907850,31.062326911430702,121.24338377243565,6.86,213.6,5.872000000000001
259555,No1748,1608020909881,31.062176991659108,121.24330178731124,8.84,202.39,5.896
259556,No1748,1608020913884,31.061893144686252,121.24316981422162,8.75,191.8,5.234
259557,No1748,1608020917863,31.06151735623248,121.24311684684969,10.59,175.19,4.7219999999999995
259558,No1748,1608020921866,31.06112757976878,121.24311387970803,10.81,180.5,4.629
259559,No1748,1608020925869,31.06074080203543,121.24311591222539,10.88,183.89,4.75
259560,No1748,1608020929866,31.060375010630775,121.24309694333901,10.44,179.8,4.876
259561,No1748,1608020933824,31.060012219303392,121.24309997382129,10.22,182.1,5.599
259562,No1748,1608020935852,31.05984031967013,121.24311998794042,10.84,180.8,4.063
259563,No1748,1608020937866,31.059626442821035,121.24312300588656,12.05,179.39,3.955
259564,No1748,1608020939870,31.059398573952258,121.24312502502781,12.55,179.1,3.79
259565,No1748,1608020943850,31.05897482053583,121.2431630599728,11.81,179.0,3.79
259566,No1748,1608020945862,31.05877693463108,121.2431670765472,10.9,179.3,3.875
259567,No1748,1608020949877,31.05847410699877,121.24314410247774,6.59,184.0,3.9930000000000003
259568,No1748,1608020953880,31.058292203538578,121.24304311947084,6.23,238.0,5.652
259569,No1748,1608020957864,31.05829417581606,121.24274012170105,7.59,280.0,3.947
259570,No1748,1608020959876,31.058313151340716,121.2425991198599,6.53,279.39,3.79
259571,No1748,1608020963872,31.05833211529268,121.24235611581746,5.96,269.2,3.8489999999999998
259572,No1748,1608020965876,31.058341096547867,121.24223311284625,5.44,274.6,4.337
259573,No1748,1608020969858,31.058390046169723,121.24204210398543,3.35,276.89,5.085
259574,No1748,1608020971857,31.05838903948231,121.24198210225394,2.81,279.6,5.5120000000000005
259575,No1748,1608020975878,31.058396033007295,121.2419621010253,0.0,0.0,7.478
259576,No1748,1608020977891,31.058397032801075,121.24196510103829,0.0,0.0,7.102
259577,No1748,1608020981848,31.05839203641155,121.24197110165184,0.0,0.0,6.5889999999999995
259578,No1748,1608020983849,31.05839103759888,121.2419761018956,0.0,0.0,7.077999999999999
259579,No1748,1608020985860,31.058392036901612,121.24197510177966,0.0,0.0,7.419
259580,No1748,1608020989874,31.058392036901612,121.24197510177966,0.0,0.0,7.397
259581,No1748,1608020993861,31.058392036901612,121.24197510177966,0.0,0.0,7.2989999999999995
259582,No1748,1608020997840,31.05839303657156,121.24197710175916,0.0,0.0,6.921
259583,No1748,1608020999850,31.05839303657156,121.24197710175916,0.0,0.0,6.519
259584,No1748,1608021003850,31.05839303657156,121.24197710175916,0.0,0.0,5.791
259585,No1748,1608021005854,31.05839303657156,121.24197710175916,0.0,0.0,5.8389999999999995
259586,No1748,1608021007855,31.05839303657156,121.24197710175916,0.0,0.0,5.643
259587,No1748,1608021009855,31.058392037146415,121.24197710184326,0.0,0.0,5.434
259588,No1748,1608021011868,31.058392037146415,121.24197710184326,0.0,0.0,5.003
259589,No1748,1608021015851,31.058392037146415,121.24197710184326,0.0,0.0,4.856
259590,No1748,1608021017853,31.058392037146415,121.24197710184326,0.0,0.0,4.806
259591,No1748,1608021021863,31.05839203726876,121.24197810187503,0.0,0.0,10.735999999999999
259592,No1748,1608021025865,31.05839203726876,121.24197810187503,0.0,0.0,10.908
259593,No1748,1608021029858,31.058390036702185,121.24196410159472,0.43,279.6,10.991
259594,No1748,1608021033854,31.058401021811594,121.2418950983347,2.83,280.89,10.831
259595,No1748,1608021037875,31.058416995722087,121.24176309194691,1.0,279.89,6.202999999999999
259596,No1748,1608021041868,31.058423991698202,121.24176309135817,0.0,0.0,7.218
259597,No1748,1608021045855,31.05841599525196,121.24175509170114,0.0,0.0,6.354
259598,No1748,1608021049864,31.05841899444191,121.24176209173761,0.0,0.0,5.763999999999999
259599,No1748,1608021051871,31.0584199943888,121.24176609181758,0.0,0.0,5.54
259600,No1748,1608021055854,31.058421994150684,121.24177309193482,0.0,0.0,5.519
259601,No1748,1608021059849,31.058421994280756,121.24177409197543,0.0,0.0,5.526
259602,No1748,1608021061861,31.058421994280756,121.24177409197543,0.0,0.0,5.19
259603,No1748,1608021063871,31.058421994280756,121.24177409197543,0.0,0.0,5.148
259604,No1748,1608021067859,31.05842199441079,121.24177509201598,0.0,0.0,5.178
259605,No1748,1608021069861,31.058421994540787,121.2417760920565,0.0,0.0,5.291
259606,No1748,1608021073874,31.058421994800664,121.24177809213738,0.0,0.0,4.955
259607,No1748,1608021077856,31.058421994930548,121.24177909217777,0.0,0.0,5.103
259608,No1748,1608021079866,31.05842598937277,121.24175409081865,1.89,279.89,5.537999999999999
259609,No1748,1608021083848,31.058449951830184,121.24157708078415,5.21,280.0,5.702000000000001
259610,No1748,1608021085865,31.05847092070707,121.24144107193604,6.32,279.89,6.507999999999999
259611,No1748,1608021087872,31.05848689367638,121.24131806349494,6.65,271.6,6.996
259612,No1748,1608021091845,31.05834294545861,121.24111306232363,7.4,191.1,6.733
259613,No1748,1608021095857,31.058073095704163,121.24108108279437,6.82,167.39,5.454
259614,No1748,1608021099853,31.057882207401583,121.24109309970265,4.03,172.89,4.817
259615,No1748,1608021101855,31.057818245294303,121.24110010557496,3.06,174.69,4.433
259616,No1748,1608021103863,31.05777726840503,121.24109710881363,2.5,176.6,4.684
259617,No1748,1608021105868,31.057744287226853,121.24109611151911,1.74,177.69,4.662
259618,No1748,1608021107884,31.0577113055816,121.24109211401431,1.49,178.8,3.925
259619,No1748,1608021111861,31.05762135640564,121.24108612116197,2.5,180.5,3.79
259620,No1748,1608021115846,31.057455451881545,121.2410861351231,5.51,179.19,3.79
259621,No1748,1608021117862,31.05734251812737,121.24109414518855,6.59,179.0,3.79
259622,No1748,1608021119870,31.057210594683188,121.24109815656995,7.28,178.3,4.084
259623,No1748,1608021121893,31.057051686933853,121.241103170291,8.92,178.89,3.79
259624,No1748,1608021125856,31.056706888390547,121.24112220062176,10.18,178.0,3.79
259625,No1748,1608021127869,31.0565349864445,121.24111621467316,10.25,178.3,3.79
259626,No1748,1608021131863,31.05613421941948,121.24113024936022,11.43,177.19,3.79
259627,No1748,1608021133864,31.055923341816413,121.24113626751523,11.77,177.8,3.79
259628,No1748,1608021135875,31.05569547509328,121.24114928757297,12.31,177.6,3.79
259629,No1748,1608021139852,31.05523873980998,121.24115932667975,12.97,178.6,4.34
259630,No1748,1608021143865,31.054784006342977,121.24118836687492,12.89,181.6,4.774
259631,No1748,1608021145866,31.054557134233608,121.24116938470277,12.72,180.69,4.273
259632,No1748,1608021149834,31.0540864039806,121.24115842357313,13.52,178.69,4.29
259633,No1748,1608021151854,31.053852540086364,121.24116644378758,13.26,177.69,3.96
259634,No1748,1608021153876,31.05363866574648,121.24118146278234,12.0,178.0,3.812
259635,No1748,1608021157866,31.053175941044493,121.24123650529658,13.56,174.6,3.82
259636,No1748,1608021161854,31.052646251976082,121.24127155207387,15.34,177.5,3.906
259637,No1748,1608021163856,31.052362418348338,121.24128857700913,15.84,177.8,3.79
259638,No1748,1608021165868,31.052065592534326,121.24130760314647,16.53,177.8,3.79
259639,No1748,1608021169846,31.051454951206964,121.24134865698024,16.82,177.8,3.79
259640,No1748,1608021173860,31.05085030517336,121.24138070971824,17.0,177.6,3.79
259641,No1748,1608021177868,31.05025565229518,121.24140476111832,16.56,177.69,3.79
259642,No1748,1608021181855,31.049660001805723,121.24144081324037,16.51,177.8,3.79
259643,No1748,1608021185852,31.04907834173443,121.24146586353687,15.43,177.19,3.79
259644,No1748,1608021187873,31.04882349113023,121.24147988572795,14.26,176.89,3.79
259645,No1748,1608021189873,31.04855764718165,121.24149590894064,14.94,176.89,3.79
259646,No1748,1608021193837,31.04797998523363,121.24152295894241,16.15,177.5,4.038
259647,No1748,1608021195854,31.047694150533516,121.24152198293581,16.54,178.19,4.224
259648,No1748,1608021199877,31.047108493072546,121.24154703347732,15.98,177.89,4.828
259649,No1748,1608021203853,31.04661078448207,121.24157007649373,13.22,177.5,4.495
259650,No1748,1608021205876,31.046375921897837,121.24158009674255,13.0,176.89,4.0569999999999995
259651,No1748,1608021209875,31.045930184510457,121.24161213578414,11.47,177.5,3.8369999999999997
259652,No1748,1608021213869,31.045600376845325,121.24162116395335,7.32,177.39,4.167
259653,No1748,1608021215877,31.04551842664343,121.24163817164407,3.75,177.69,4.555
259654,No1748,1608021219868,31.04549144282265,121.24164217409964,0.0,0.0,5.28
259655,No1748,1608021223865,31.045494441894952,121.2416481741248,0.0,0.0,4.97
259656,No1748,1608021225870,31.045494442299404,121.2416511742629,0.0,0.0,4.704
259657,No1748,1608021229892,31.045492443188223,121.241649174339,0.0,0.0,4.407
259658,No1748,1608021233881,31.04548844523531,121.24164717458308,0.41,177.6,3.918
259659,No1748,1608021237864,31.04543447543257,121.24163917875211,2.52,177.8,3.79
259660,No1748,1608021241864,31.0453045501935,121.24163518949435,3.75,177.6,3.878
