lat,lon
31.297774154045175,121.43268471808965
31.297891096776723,121.4326776949636
31.29789609479112,121.43267769452812
31.29824593273381,121.43266263633281
31.298245931192053,121.43266163448574
31.298569779581026,121.43264657856614
31.298573777995436,121.43264657821776
31.299156500862487,121.43261647207171
31.299162498487853,121.43261647154911
31.299216437045782,121.43323561642721
31.29921644800448,121.43324262955461
31.299293794008904,121.43411327119826
31.29929479521461,121.4341142730291
31.299365102911988,121.43494086582938
31.299364101672616,121.43493986395856
31.299391667342494,121.43529155178373
31.2993916805368,121.43529956758336
31.299474299524892,121.43629053740871
31.299473303298946,121.43629254154085
31.29886349405833,121.43626253397233
31.298851485307754,121.43625451884891
31.298621546067142,121.43623650249927
31.298621551128615,121.43623950855923
31.29797671763303,121.43618645769645
31.2979667216035,121.43618645856672
31.297678797252093,121.43616343724032
31.29767679804681,121.43616343741438
31.297255913239646,121.43613241156676
31.297253914035267,121.43613241174081
31.296588128742034,121.4361024092736
31.296579132328723,121.43610241005682
31.29638519116612,121.43609140479418
31.295977380842384,121.43610747251292
31.295419671049665,121.43614760165687
31.295408675447028,121.4361476026141
31.29516284287997,121.43618870670053
31.294594273175864,121.43630899866194
31.294588275579645,121.43630899918404
31.29347917358699,121.43657663767046
31.29347417559603,121.43657663810548
31.29304352936973,121.43668289168104
31.29277297848793,121.43688232235147
31.293053255727177,121.43825815786847
31.293443576057477,121.44018828398133
31.293443570531487,121.44018527736885
31.293457719764135,121.44026946145664
31.29345973187758,121.44027647673944
31.293551516608645,121.44072045156939
31.29358889930739,121.44093392405199
31.293588914273062,121.4409419419588
31.293701801918957,121.44143904811516
31.29370181703797,121.44144706620463
31.293778465576967,121.44180587205918
31.2938631751962,121.44219575410618
31.29386517439337,121.44219575393241
31.29393877628912,121.4425245027414
31.29394080637963,121.44254053952717
31.294021483569406,121.4429073811391
31.294162447645732,121.44343058950331
31.294205950226058,121.443695207626
31.294280705106274,121.44409213972601
31.294280721015262,121.44410015875692
31.294361649772025,121.44458230117584
31.294363663015606,121.44458931780328
31.294493308030663,121.44543033578574
31.294493324327863,121.4454383552796
31.29412161414379,121.44550755581997
31.294111632434735,121.44551457376807
31.293223387977832,121.44571012757794
31.290961316641706,121.44620553881563
31.29092335266165,121.44621556681034
31.2907635062293,121.44625868694065
31.290232160589916,121.44647125806648
31.290223164237194,121.4464712588474
31.290152232428,121.44649031214941
31.290080286514826,121.44650234817806
31.290078301853107,121.44650936572688
31.289862472493503,121.44654948379544
31.289650635381236,121.44658659412713
31.289643638222266,121.44658659473447
31.28873136718815,121.44675910208879
31.28751518863945,121.44691559705666
31.285381459976346,121.44710625788434
31.285369464900096,121.44710625892519
31.284860780853773,121.44715743099941
31.28455597547279,121.44719054028636
31.284544979995633,121.44719054124042
31.282914944157355,121.44733003209468
31.281005101694415,121.4475046363237
31.280989108331763,121.4475046377111
31.27994484243429,121.44764708711793
31.279730988591425,121.44767417398909
31.27931236848861,121.4477714559994
31.278551106589482,121.44797002476734
31.27750140560772,121.44837414405917
31.27696016015207,121.448620821948
31.276301188983467,121.44897077847143
31.27573918165516,121.44932073154611
31.275299996019296,121.44961052223123
31.272783856728058,121.45133228064856
31.27228583375151,121.45167423939124
31.272264876419623,121.45168928158661
31.271140050155235,121.45244040642535
31.269986250999235,121.45318954983671
31.26997827050671,121.45319656977766
31.269561036209375,121.45345230841384
31.26897699129182,121.45375820245859
31.26865551634573,121.45392569361012
31.268103376504456,121.45419448711918
31.267272492201464,121.45452046693563
31.26726249648901,121.45452046780042
31.266036153554417,121.45500292478819
31.266024175208823,121.4550099455468
31.265420023248282,121.45525970052708
31.265158341889883,121.45534696922363
31.265152363410003,121.45535499238113
31.264364419886512,121.45565791690157
31.263888199427726,121.45589964385287
31.26360373301967,121.45607215916084
31.26323453430287,121.45634095779589
31.26279063022784,121.45671807618537
31.262433666208075,121.4570841602577
31.262431667075187,121.45708416043047
31.261987924701796,121.45752447173878
31.261849298937264,121.4576538590575
31.261509090939782,121.45791865839367
31.261502111081793,121.45792567944471
31.261287578642133,121.45807914533663
31.261030097499482,121.458245653861
31.26073560874639,121.45840213714928
31.259905829882936,121.45875223612191
31.259900851797102,121.45876026014885
31.25943344609109,121.45891876700188
31.259112771688454,121.45899401642387
31.258759059990524,121.45904820673138
31.25845619992129,121.4590512417639
31.258442206045828,121.45905124297236
31.258008428179412,121.45906431890822
31.256967963785442,121.45909650349061
31.255541709993775,121.45914476881048
31.254945987447506,121.45915083802325
31.25493499229714,121.4591508389726
31.25401028657508,121.45910478256157
31.254002290109312,121.45910478325199
31.253428429959918,121.45905869662027
31.252703543084344,121.4589745107186
31.252699544856483,121.45897451106381
31.251658618682875,121.45881713714611
31.25023951047379,121.45851637579129
31.250226516263986,121.4585163769133
31.249961484326935,121.45845522045161
31.249953487892235,121.45845522114209
31.24930645711357,121.45832489522553
31.24929746113016,121.45832489600232
31.24874237297312,121.45818754222036
31.24873437654772,121.45818754291086
31.248177324376734,121.45806423090323
31.2472652463738,121.45786472815885
