id,lat,lon
0,31.29777779564236,121.43267406207337
1,31.2991786,121.4326466
1,31.2991518,121.4326242
1,31.298750850909506,121.43263875028353
1,31.29914831336588,121.43258459370304
2,31.299266700611003,121.43358618460731
3,31.29937029841636,121.43469104531326
4,31.299474447388477,121.4358017841601
4,31.2995191,121.436278
4,31.2996914,121.4362783
4,31.29936157057081,121.43626804658714
5,31.298483712092906,121.4363173193018
5,31.298488660818787,121.43621289225057
6,31.2975146215618,121.43623710306906
6,31.297518536788118,121.43615159548172
7,31.296548382703257,121.43618253215702
7,31.296550125694587,121.4361044946495
8,31.295491961299486,121.43624634254913
8,31.295485554567808,121.43615662959647
9,31.294566565396174,121.43641411967816
9,31.294551769350125,121.43632765911741
10,31.293633577491416,121.43663648858148
10,31.293617850394398,121.43654211131198
11,31.293008765554134,121.43694417349597
11,31.2927974,121.4367376
11,31.2928158,121.4368394
11,31.292843177364155,121.43698649505218
11,31.29305021522221,121.43693264095018
11,31.2930218,121.4367823
11,31.2930056,121.4366827
11,31.29290405676874,121.43697159642625
11,31.292751172773038,121.43685422214061
11,31.29273429313023,121.43675199025427
12,31.29323692162719,121.43816765063505
12,31.293070911596196,121.43821008175513
12,31.293281312206727,121.43815534264095
12,31.29314186455602,121.4381901537044
13,31.293452897670026,121.43932581288537
13,31.293295379055998,121.43936731019151
13,31.293509480975015,121.43930841219657
13,31.293368260378934,121.43934747545504
14,31.2936685278736,121.44046472676206
14,31.29352148782943,121.44050599282821
14,31.293739423749532,121.4404458560805
14,31.293591204388946,121.44048715174692
15,31.293902307854864,121.44159218760464
15,31.293746019800533,121.44163673469636
15,31.2938509,121.4418147
15,31.2940737,121.4420994
15,31.29396774546849,121.44157528118787
15,31.293812607654182,121.44161895184473
16,31.2941229,121.4431798
16,31.294139275856722,121.44276299721419
16,31.2942184,121.4431654
16,31.293966631311623,121.44281221701361
16,31.2938956,121.4426964
16,31.2938757,121.4432038
16,31.29419334887783,121.44275327586327
16,31.294044838875074,121.44278803072926
16,31.294229255991787,121.44261783346415
16,31.29389815767149,121.44281921390427
17,31.294250089696433,121.44385149057054
17,31.294361030928055,121.44381508519226
17,31.2941319,121.443778
17,31.29414984449231,121.44387718132721
17,31.293779739764123,121.44372062225753
17,31.2942092992945,121.44396997603513
17,31.29438809425646,121.4438175508057
17,31.294623,121.4433689
17,31.2937288,121.4436321
18,31.294448063116626,121.44489699097888
18,31.2947065,121.4453887
18,31.294588111739603,121.44484944038241
18,31.294339496848817,121.44492541228881
18,31.294414,121.4453372
18,31.294653234262615,121.44488258874283
18,31.2946544,121.4452729
18,31.294579784799442,121.44486513120552
18,31.2947166,121.4454542
18,31.294402290486865,121.44534056537854
19,31.2935536,121.4459012
19,31.293626886259435,121.44589044284581
19,31.293653826303498,121.44602777101268
19,31.293234150402526,121.44576904674764
19,31.29358741048928,121.44590429750782
19,31.293580785254,121.44558979467793
19,31.293331486562845,121.44571450457049
19,31.2940358,121.4455837
19,31.2939903,121.4458371
19,31.293604435170376,121.44567565941254
19,31.2939463,121.4456017
19,31.2939793,121.4459402
19,31.2937129,121.4455387
19,31.293586279748585,121.44556753528576
20,31.292580789580903,121.44614958929341
20,31.292579639480635,121.44623554920689
20,31.29253075522637,121.44588948049605
20,31.292545138800907,121.44595508243069
20,31.292460886629417,121.445660931565
20,31.292519023275606,121.44580310540054
21,31.29161261971419,121.44635157585887
21,31.291622079842455,121.44642076839617
21,31.291571486556506,121.44605885950942
21,31.29158405845157,121.44614562684808
21,31.291548085403743,121.44596769306402
21,31.29156035606396,121.44597692480247
22,31.290647516758785,121.44650978787003
22,31.29066327170493,121.44660439563935
22,31.291031,121.4465351
22,31.2909507,121.4462804
