lat,lon
31.1543326,121.4705491
31.1538107,121.4704824
31.1535587,121.4704669
31.1535587,121.4704669
31.152852,121.4704643
31.1525006,121.4704935
31.1514988,121.4706735
31.1514988,121.4706735
31.1511801,121.4707397
31.1505844,121.4708636
31.1504871,121.4708838
31.1504871,121.4708838
31.1490577,121.4711811
31.1490577,121.4711811
31.1481983,121.4713598
31.147867,121.4714177
31.1478816,121.4715404
31.1478816,121.4715404
31.1479796,121.472189
31.1479796,121.472189
31.1480266,121.4725148
31.1480266,121.4725148
31.1482589,121.4746031
31.14847,121.4762782
31.14847,121.4762782
31.14847,121.4762782
31.1484924,121.4764566
31.1489055,121.4779375
31.1491651,121.4804066
31.1492275,121.480578
31.1495745,121.4828838
31.1492231,121.4830252
31.1473775,121.4836475
31.1465241,121.4839984
31.1457338,121.4843234
31.1450946,121.4845412
31.144632,121.4846989
31.1435117,121.4851281
31.1415644,121.4858304
31.1406559,121.486158
31.140463,121.486319
31.1397192,121.4865872
31.1383751,121.4870322
31.1379338,121.4871782
31.1367897,121.487557
31.136086,121.4877441
31.1357499,121.4876948
31.1355203,121.4875871
31.1352329,121.4873928
31.1345525,121.4867106
31.1344879,121.4866535
31.1341585,121.4863625
31.1339709,121.4861731
31.1337351,121.4857554
31.1336671,121.4855635
31.1335814,121.485222
31.1335952,121.4847516
31.1336615,121.4844547
31.1340706,121.4832115
31.1341054,121.4830648
31.1341167,121.4827656
31.1340855,121.4823107
31.1340526,121.4820854
31.1340025,121.4819038
31.1339261,121.4817474
31.1333214,121.4807343
31.1332628,121.4806036
31.1332023,121.4804686
31.1331293,121.4801526
31.1330719,121.4795318
31.1329548,121.4782644
31.1327344,121.4755822
31.1326616,121.4749571
31.1325007,121.4735764
31.1323995,121.4729473
31.1322776,121.4723415
31.1322044,121.4720265
31.1320195,121.4713174
31.1316112,121.4713955
31.128895,121.4719315
31.1250093,121.4727043
31.1250093,121.4727043
31.1250093,121.4727043
31.122335,121.47325
31.122335,121.47325
31.1196047,121.4738033
31.1196047,121.4738033
31.1193657,121.473837
31.1193657,121.473837
31.1193657,121.473837
31.1161843,121.4745207
31.1161843,121.4745207
31.1161843,121.4745207
31.111736,121.4754447
31.111736,121.4754447
31.1123147,121.4772686
31.1124709,121.4775475
31.112616,121.4777594
31.112803,121.4780366
31.112803,121.4780366
31.1130128,121.4785024
31.1135321,121.4799521
31.1135321,121.4799521
31.1141112,121.481569
31.1141112,121.481569
31.1141112,121.481569
31.1129708,121.4819993
31.1115173,121.4825026
31.1115173,121.4825026
31.109109,121.4833411
31.109109,121.4833411
31.109109,121.4833411
31.1068041,121.4841459
31.106601,121.4842173
31.106601,121.4842173
31.1063249,121.4843144
31.1061153,121.4843881
31.1061153,121.4843881
31.1045836,121.4849209
31.1045836,121.4849209
31.1044819,121.4849558
31.1044819,121.4849558
31.1019414,121.4857932
31.1019414,121.4857932
31.1015292,121.4859631
31.0994126,121.4867116
31.0993442,121.486735
31.0990777,121.486826
31.0990008,121.4868522
31.0990008,121.4868522
31.0979288,121.4872183
31.0979288,121.4872183
31.0978565,121.487243
31.0962878,121.4877899
