,order_no,lat,lon
236117,No0105,31.287670277662702,121.60362770978543
236118,No0105,31.287548354034634,121.60356673714134
236119,No0105,31.28743540930875,121.60354575239982
236120,No0105,31.287260481710323,121.60354376745681
236121,No0105,31.287248486616804,121.60354376845085
236122,No0105,31.286699711248712,121.60354381392742
236123,No0105,31.286689715343275,121.60354381475575
236124,No0105,31.2866691387801,121.60253707477884
236125,No0105,31.286669141907336,121.60252907663855
236126,No0105,31.28666951179903,121.60152928511286
236127,No0105,31.286669511450018,121.60153028492822
236128,No0105,31.286669577351006,121.60133931932616
236129,No0105,31.286673604211227,121.60125533356964
236130,No0105,31.286675606090935,121.60124733477441
236131,No0105,31.28672858506447,121.60124533072674
236132,No0105,31.286729583980808,121.60124733030177
236133,No0105,31.286792575330274,121.60119633374812
236134,No0105,31.286830590088748,121.60110534575094
236135,No0105,31.286814624965597,121.60101936102873
236136,No0105,31.286749672453478,121.60095537656528
236137,No0105,31.286750671069218,121.60095837601091
236138,No0105,31.28689884181245,121.60021046791037
236139,No0105,31.286900845391173,121.60019546955759
236140,No0105,31.289768673515596,121.60020223107712
236141,No0105,31.289779669046915,121.60020223016596
236142,No0105,31.291238075405886,121.60020910846202
236143,No0105,31.29263751189193,121.60020199333351
236144,No0105,31.292649507053113,121.60020199233941
236145,No0105,31.293557141355354,121.60020191711773
236146,No0105,31.293620175501513,121.59999593576805
236147,No0105,31.29346042320577,121.59931701315259
236148,No0105,31.2934584257986,121.5993100138629
236149,No0105,31.293238717040797,121.5984550806751
236150,No0105,31.293163836168034,121.59803109774793
236151,No0105,31.293073008864702,121.59729510321469
236152,No0105,31.293073010046783,121.59728810306723
236153,No0105,31.293047088631994,121.59686109166371
236154,No0105,31.29304708983304,121.59685309132398
236155,No0105,31.29305216160688,121.59632006115602
236156,No0105,31.293078189752674,121.59599803422036
236157,No0105,31.29314821541739,121.59546697632814
236158,No0105,31.293234222713792,121.5949309024105
236159,No0105,31.29323422278031,121.59492990227251
236160,No0105,31.293663081429276,121.59247337693714
236161,No0105,31.293722040516375,121.5921222773064
236162,No0105,31.293728036787765,121.59209927038425
236163,No0105,31.29381891375142,121.5910349363991
236164,No0105,31.29384541781143,121.5881587647097
236165,No0105,31.29384539691238,121.5880697217855
236166,No0105,31.293844872561333,121.58618872034938
236167,No0105,31.29384487352433,121.58619172209173
236168,No0105,31.29386067998248,121.5856303869156
236169,No0105,31.29385538572513,121.58481687482286
236170,No0105,31.293850296164905,121.58458072010121
236171,No0105,31.29383171727829,121.5831987563216
236172,No0105,31.293831713632592,121.58319075044375
236173,No0105,31.293831201023085,121.58212193614538
236174,No0105,31.293831197493596,121.5821149306143
236175,No0105,31.29382067568366,121.58111611701321
236176,No0105,31.2938216741828,121.58111411524663
236177,No0105,31.293815022660688,121.57997612518048
236178,No0105,31.293782500882603,121.57911333243241
236179,No0105,31.293782496403768,121.57910632581645
236180,No0105,31.293770167641767,121.57859383605563
236181,No0105,31.29377016299911,121.57858682925247
236182,No0105,31.293775474656567,121.57758583094508
236183,No0105,31.293775469696246,121.57757882377895
236184,No0105,31.293778997031914,121.57440832282263
236185,No0105,31.293807303684762,121.57048227559588
236186,No0105,31.29382142981905,121.56872576520192
236187,No0105,31.293820429117616,121.56872476381027
236188,No0105,31.293824664846902,121.56717341881904
236189,No0105,31.293807933052324,121.56654944339114
236190,No0105,31.293775316787126,121.56602861599133
236191,No0105,31.293715652331773,121.56546971525506
236192,No0105,31.293640069582107,121.56498091683227
236193,No0105,31.293548510010233,121.5645131433649
236194,No0105,31.2934349368268,121.56403534392531
236195,No0105,31.293289337535132,121.56353549789554
236196,No0105,31.292972198336265,121.56259487646697
236197,No0105,31.292972199705,121.56259587824455
236198,No0105,31.291210418072758,121.55751038245414
236199,No0105,31.28989061625768,121.55368344084283
236200,No0105,31.28989061625768,121.55368344084283
236201,No0105,31.289518901468426,121.55261911481585
236202,No0105,31.28932510804838,121.55213003099354
236203,No0105,31.288964854044234,121.55135529704295
236204,No0105,31.28867398774856,121.55081808269914
236205,No0105,31.287238136579095,121.54846763698988
236206,No0105,31.285768988451633,121.54606382687025
236207,No0105,31.28576999411289,121.54606683435779
236208,No0105,31.285053880382012,121.54488689534327
236209,No0105,31.28505288492512,121.54488890056989
236210,No0105,31.28470785343167,121.54432246994287
236211,No0105,31.284704823371435,121.54430743127465
236212,No0105,31.283724692416087,121.54263312400172
236213,No0105,31.283035654910396,121.54155730383222
236214,No0105,31.283035646184413,121.54155329302186
236215,No0105,31.282666529502922,121.54097275252487
236216,No0105,31.282664512720334,121.5409647308926
236217,No0105,31.28222620890781,121.54029193037742
236218,No0105,31.282223210149667,121.54029193062826
236219,No0105,31.282163996449786,121.54018464105098
236220,No0105,31.282157981114935,121.54017661951595
236221,No0105,31.282004482092958,121.53992393692681
236222,No0105,31.28200248292132,121.53992393709406
236223,No0105,31.281943299286272,121.53983068479937
236224,No0105,31.281943303763967,121.53983269033455
236225,No0105,31.281574100313552,121.53922804552798
236226,No0105,31.28157210114279,121.53922804569525
236227,No0105,31.280910056782638,121.53820623899666
236228,No0105,31.280477524600006,121.53746116460725
236229,No0105,31.280473507742393,121.53745314211083
236230,No0105,31.280188254427202,121.53686147581999
236231,No0105,31.280112897814263,121.53669500437314
236232,No0105,31.27993993731787,121.53625374784197
236233,No0105,31.279746661919027,121.5356780958151
236234,No0105,31.279745643374614,121.53567007256964
236235,No0105,31.27965398549744,121.53537622424568
236236,No0105,31.27951344264836,121.53470426761393
236237,No0105,31.279355433370622,121.5338417321105
236238,No0105,31.279224990492512,121.5332249053752
236239,No0105,31.279224983164823,121.5332218963812
236240,No0105,31.279112794731525,121.53271639054523
236241,No0105,31.279110778365524,121.53270936961142
236242,No0105,31.279068318637187,121.53251478769351
236243,No0105,31.27906832602547,121.5325177967559
236244,No0105,31.279046076461313,121.53241248124546
236245,No0105,31.279047071112675,121.53241047511334
236246,No0105,31.27890665699008,121.53181368175049
236247,No0105,31.278904640446466,121.53180666061593
236248,No0105,31.278813595395874,121.53137034135992
236249,No0105,31.278679008403294,121.5307123404917
236250,No0105,31.278676989134958,121.53070431604063
236251,No0105,31.278603115688068,121.53034421537927
236252,No0105,31.278602098445617,121.53033719384334
236253,No0105,31.278541481803728,121.53008241338054
236254,No0105,31.278541486863272,121.53008441957319
236255,No0105,31.278525311335404,121.53001219790451
236256,No0105,31.278526318512597,121.53001520711587
236257,No0105,31.278445385458074,121.52963303116785
236258,No0105,31.278443386293652,121.52963303133568
236259,No0105,31.278413009630597,121.52947955770462
236260,No0105,31.278412991809375,121.52947253590335
236261,No0105,31.278164085047095,121.52829387663026
236262,No0105,31.278162085883245,121.52829387679817
236263,No0105,31.2781398244027,121.52818854784738
236264,No0105,31.278140818826092,121.52818654145942
236265,No0105,31.27811854156688,121.52807519325545
236266,No0105,31.27811953082011,121.52807118055043
236267,No0105,31.277986086672804,121.52749035993584
236268,No0105,31.27798206757029,121.52748233489689
236269,No0105,31.27785846968885,121.52684733168068
236270,No0105,31.277858448785995,121.52683930616278
236271,No0105,31.277837177845196,121.52673196645549
236272,No0105,31.27783513944547,121.52671691872844
236273,No0105,31.277781422951296,121.52643402160487
236274,No0105,31.277760129951933,121.5263186550812
236275,No0105,31.277732760280134,121.52617319247413
236276,No0105,31.27773274187557,121.52616617001743
236277,No0105,31.27758831234202,121.52559936510877
236278,No0105,31.277586292035906,121.52559133948915
236279,No0105,31.277354489910465,121.52487304398028
236280,No0105,31.277353487669508,121.52487204082193
236281,No0105,31.277240695589533,121.5245560275891
236282,No0105,31.27711408356514,121.52430622799568
236283,No0105,31.276890890931917,121.52419889810795
236284,No0105,31.276606050871052,121.52383975340565
236285,No0105,31.27623427110473,121.52311842787503
236286,No0105,31.275899990866538,121.52259172708456
236287,No0105,31.275642078165927,121.5222145064715
236288,No0105,31.27531303148986,121.52177809272604
236289,No0105,31.274964167245404,121.52140689255978
236290,No0105,31.274823684158743,121.52120824512014
236291,No0105,31.274430416325245,121.52032032063285
236292,No0105,31.274370966596116,121.52014774879875
236293,No0105,31.274115714964008,121.5189326907834
236294,No0105,31.27405554918336,121.51850425001489
236295,No0105,31.273783295916907,121.51801361260137
236296,No0105,31.273779297606836,121.51801361293853
236297,No0105,31.273466803993404,121.51743266713086
236298,No0105,31.273124119655684,121.51678147765418
236299,No0105,31.27312212050197,121.51678147782283
236300,No0105,31.272972386749476,121.51649852402824
236301,No0105,31.272970364971684,121.51649049676061
236302,No0105,31.272587471521113,121.51576303756352
236303,No0105,31.272530214409603,121.51566370143134
236304,No0105,31.272346361816105,121.5153355894853
236305,No0105,31.27198990118499,121.51476866707436
236306,No0105,31.271985880032656,121.51476063972805
236307,No0105,31.27148810464223,121.51406427588778
236308,No0105,31.27148410634135,121.51406427622547
236309,No0105,31.271291508037677,121.51382646905115
236310,No0105,31.271285487623324,121.51381844174813
236311,No0105,31.270925467824828,121.51340905239884
236312,No0105,31.270707912544072,121.51318328668444
236313,No0105,31.270703894086914,121.5131762626171
236314,No0105,31.26951278361835,121.51191998586036
236315,No0105,31.26951078447185,121.51191998602934
236316,No0105,31.269139817257177,121.51153065609728
236317,No0105,31.268692677141264,121.5110710842731
236318,No0105,31.268688678851543,121.51107108461117
236319,No0105,31.267548716289145,121.50988401026727
236320,No0105,31.26754269547761,121.50987598251001
236321,No0105,31.267080465399452,121.50938629584029
236322,No0105,31.266767488573567,121.50900598001046
236323,No0105,31.26639909321423,121.50847513478625
236324,No0105,31.266397073502993,121.50846811010611
236325,No0105,31.26612076816717,121.50798241389037
236326,No0105,31.265937727091448,121.50760107749325
236327,No0105,31.26574338531012,121.50711637343525
236328,No0105,31.265485207649743,121.5063396333534
236329,No0105,31.265468034428334,121.5062784168918
236330,No0105,31.265136167370336,121.50525981412889
236331,No0105,31.264866696894277,121.50438671793992
236332,No0105,31.264779870867486,121.50409568433716
236333,No0105,31.264780870436056,121.50409568425239
236334,No0105,31.264897468591194,121.50397725062493
236335,No0105,31.265116816688895,121.50378956030006
236336,No0105,31.265320296674407,121.50364402202001
236337,No0105,31.265326294089064,121.50364402151133
236338,No0105,31.26550687630233,121.50352959646236
236339,No0105,31.265512873718105,121.50352959595365
236340,No0105,31.265771237408988,121.50335294129808
236341,No0105,31.26594484337976,121.50324554179439
