,order_no,lat,lon
9984,No0280,30.73757938988495,121.33955660126504
9985,No0280,30.737522751198693,121.33937399725701
9986,No0280,30.737520764935315,121.3393670123991
9987,No0280,30.737701839355008,121.3392751939035
9988,No0280,30.737707850819458,121.33926721051834
9989,No0280,30.737991939837734,121.3391384626904
9990,No0280,30.73816501855802,121.33904664519248
9991,No0280,30.73816901650759,121.33904664485335
9992,No0280,30.738122526977683,121.33878022177272
9993,No0280,30.73807917925576,121.3384359673603
9994,No0280,30.738016780402603,121.33812564291561
9995,No0280,30.738014796075305,121.3381176603435
9996,No0280,30.73804781395357,121.33809869853863
9997,No0280,30.738063853368786,121.33807275328535
9998,No0280,30.738069864946095,121.33806477004113
9999,No0280,30.738063933966732,121.33802884825039
10000,No0280,30.73804000673029,121.33799592152617
10001,No0280,30.738038020582376,121.3379889368095
10002,No0280,30.73797506752977,121.33798095942302
10003,No0280,30.737973068554716,121.33798095959254
10004,No0280,30.73785063412921,121.33770756217972
10005,No0280,30.737692263100787,121.33741022085357
10006,No0280,30.73769026412534,121.33741022102306
10007,No0280,30.73728925992648,121.33752400804288
10008,No0280,30.737287260950474,121.33752400821237
10009,No0280,30.73696022809532,121.337632799959
10010,No0280,30.736912203078763,121.33765974560188
10011,No0280,30.73686011403127,121.33772261372273
10012,No0280,30.73685210527681,121.3377295992612
10013,No0280,30.736723847911588,121.33790522968079
10014,No0280,30.7365677297697,121.33801300967092
10015,No0280,30.736487712062587,121.3380449473771
10016,No0280,30.736487717558155,121.33804195385218
10017,No0280,30.73644413234088,121.33782841979551
10018,No0280,30.736408457233157,121.33766178398679
10019,No0280,30.736408471922708,121.33765380129655
10020,No0280,30.736461503583577,121.33762186605281
10021,No0280,30.7364775743844,121.33757895777063
10022,No0280,30.736472723942047,121.33749913142167
10023,No0280,30.736446928444348,121.33739535894989
10024,No0280,30.736098066427623,121.33741734084698
10025,No0280,30.735535015943913,121.33760099006112
10026,No0280,30.735530005640292,121.33760797533381
10027,No0280,30.73502596924368,121.33776767191941
10028,No0280,30.735017973327025,121.33776767259735
10029,No0280,30.73449794336353,121.33792836873477
10030,No0280,30.734493945403724,121.33792836907374
10031,No0280,30.733293873979523,121.33830066609893
10032,No0280,30.733265858976136,121.33831663399943
10033,No0280,30.732725826774814,121.33848431802669
10034,No0280,30.732664830410712,121.33849929091839
10035,No0280,30.732498818063576,121.33855219096381
10036,No0280,30.732496819080872,121.33855219113332
10037,No0280,30.73195878603601,121.338719875569
10038,No0280,30.731950790102115,121.33871987624705
10039,No0280,30.73119375727735,121.33894844877948
10040,No0280,30.731113770576087,121.33896342338463
10041,No0280,30.730936787590267,121.33900335260198
10042,No0280,30.73049583299136,121.33910117990929
10043,No0280,30.730491822285018,121.33910816524872
10044,No0280,30.73008387639812,121.33919201989377
10045,No0280,30.729862890246146,121.3392459230085
10046,No0280,30.72985289531391,121.33924592385613
10047,No0280,30.72942794527859,121.33933676514353
10048,No0280,30.729418949836788,121.3393367659064
10049,No0280,30.72832207484554,121.33957335231761
10050,No0280,30.72831407889096,121.33957335299574
10051,No0280,30.727686176971346,121.33969414793275
10052,No0280,30.727601190922805,121.33971012100014
10053,No0280,30.726777290067844,121.33988481772896
10054,No0280,30.726775291076986,121.3398848178985
10055,No0280,30.726493308509045,121.3399536948202
10056,No0280,30.726485312543975,121.33995369549835
10057,No0280,30.726298323662245,121.33999961340339
10058,No0280,30.7262963246707,121.33999961357293
10059,No0280,30.725926366580786,121.34007947467556
10060,No0280,30.725830317396426,121.34013336794438
10061,No0280,30.72582931248136,121.3401363616489
10062,No0280,30.721040822623888,121.34118753724428
10063,No0280,30.72102283163116,121.3411875387703
10064,No0280,30.720845864638896,121.341218488394
10065,No0280,30.72084186663996,121.34121848873312
10066,No0280,30.72064887360686,121.34126839967477
10067,No0280,30.720649867733602,121.3412713932661
10068,No0280,30.720284926682496,121.34134027880357
10069,No0280,30.7202829151521,121.3413472642262
10070,No0280,30.720355019312482,121.34182724672279
